Expertise,Mode,Winner,Loser
expert,tradeN,276,209
expert,tradeN,276,293
expert,tradeN,276,267
expert,tradeN,276,189
expert,tradeN,276,311
expert,tradeN,276,160
expert,tradeN,276,280
expert,tradeN,276,312
expert,tradeN,276,13
expert,tradeN,276,205
expert,tradeN,276,120
expert,tradeN,338,276
expert,tradeN,338,121
expert,tradeN,338,166
expert,tournamentN,235,w15
expert,tournamentN,146,191
expert,tournamentN,211,1
expert,tournamentN,88,292
expert,tournamentN,74,70
expert,tournamentN,103,255
expert,tournamentN,80,7
expert,tournamentN,180,236
expert,tournamentN,196,15
expert,tournamentN,188,w10
expert,tournamentN,w5,46
expert,tournamentN,251,158
expert,tournamentN,90,174
expert,tournamentN,322,134
expert,tournamentN,242,197
expert,tournamentN,265,115
expert,tournamentN,235,88
expert,tournamentN,211,251
expert,tournamentN,322,80
expert,tournamentN,w5,242
expert,tournamentN,196,90
expert,tournamentN,146,103
expert,tournamentN,180,265
expert,tournamentN,74,188
expert,tournamentN,196,146
expert,tournamentN,w5,322
expert,tournamentN,211,180
expert,tournamentN,235,74
expert,tournamentN,235,196
expert,tournamentN,w5,211
expert,tournamentN,w5,235
expert,tradeN,224,319
expert,tradeN,178,224
expert,tradeN,178,146
expert,tradeN,178,140
expert,tradeN,178,124
expert,tradeN,178,194
expert,tradeN,89,178
expert,tradeN,256,89
expert,tradeN,256,115
expert,tradeN,113,256
expert,tradeN,113,48
expert,tradeN,113,159
expert,tradeN,113,211
expert,tradeN,121,113
expert,tradeN,121,41
expert,tradeN,121,33
expert,tradeN,121,119
expert,tradeN,121,67
expert,tradeN,121,295
expert,tradeN,121,56
expert,tradeN,121,207
expert,tradeN,121,316
expert,tradeN,121,104
expert,tradeN,121,91
expert,tradeN,121,265
expert,tradeN,121,213
expert,tradeN,297,121
expert,tradeN,297,w19
expert,tradeN,297,w15
expert,tradeN,297,332
expert,tradeN,297,261
expert,tournamentN,w11,209
expert,tournamentN,322,147
expert,tournamentN,95,9
expert,tournamentN,310,305
expert,tournamentN,271,152
expert,tournamentN,206,151
expert,tournamentN,278,162
expert,tournamentN,188,20
expert,tournamentN,w4,282
expert,tournamentN,334,220
expert,tournamentN,60,111
expert,tournamentN,52,241
expert,tournamentN,100,79
expert,tournamentN,255,245
expert,tournamentN,299,277
expert,tournamentN,191,300
expert,tournamentN,52,60
expert,tournamentN,w11,322
expert,tournamentN,w4,188
expert,tournamentN,271,95
expert,tournamentN,299,255
expert,tournamentN,334,206
expert,tournamentN,191,100
expert,tournamentN,278,310
expert,tournamentN,334,278
expert,tournamentN,w11,299
expert,tournamentN,w4,52
expert,tournamentN,271,191
expert,tournamentN,w11,271
expert,tournamentN,334,w4
expert,tournamentN,w11,334
novice,tradeN,86,30
novice,tradeN,86,252
novice,tradeN,86,36
novice,tradeN,152,86
novice,tradeN,152,33
novice,tradeN,152,153
novice,tradeN,267,152
novice,tradeN,267,146
novice,tradeN,267,56
novice,tradeN,267,161
novice,tradeN,267,159
novice,tradeN,267,128
novice,tradeN,342,267
novice,tradeN,342,76
novice,tradeN,342,261
novice,tradeN,342,205
novice,tradeN,342,74
novice,tradeN,346,342
novice,tradeN,346,283
novice,tradeN,346,149
novice,tradeN,346,15
novice,tradeN,346,186
novice,tradeN,346,291
novice,tradeN,270,346
novice,tradeN,270,248
novice,tradeN,270,223
novice,tradeN,270,172
novice,tradeN,270,315
novice,tradeN,270,274
novice,tradeN,270,104
novice,tradeN,270,w17
novice,tournamentN,247,306
novice,tournamentN,181,w19
novice,tournamentN,61,34
novice,tournamentN,265,219
novice,tournamentN,332,305
novice,tournamentN,142,22
novice,tournamentN,297,318
novice,tournamentN,w5,92
novice,tournamentN,176,105
novice,tournamentN,209,225
novice,tournamentN,211,139
novice,tournamentN,88,44
novice,tournamentN,60,323
novice,tournamentN,343,46
novice,tournamentN,273,25
novice,tournamentN,23,158
novice,tournamentN,142,343
novice,tournamentN,247,w5
novice,tournamentN,23,332
novice,tournamentN,60,181
novice,tournamentN,265,88
novice,tournamentN,297,61
novice,tournamentN,176,273
novice,tournamentN,211,209
novice,tournamentN,60,211
novice,tournamentN,247,176
novice,tournamentN,265,23
novice,tournamentN,142,297
novice,tournamentN,265,60
novice,tournamentN,142,247
novice,tournamentN,142,265
expert,tradeN,64,82
expert,tradeN,64,282
expert,tradeN,64,111
expert,tradeN,67,64
expert,tradeN,67,161
expert,tradeN,67,58
expert,tradeN,8,67
expert,tradeN,8,69
expert,tradeN,8,251
expert,tradeN,8,1
expert,tradeN,8,158
expert,tradeN,8,157
expert,tradeN,318,8
expert,tradeN,318,145
expert,tradeN,318,96
expert,tradeN,318,204
expert,tradeN,318,346
expert,tradeN,318,205
expert,tradeN,318,287
expert,tradeN,318,186
expert,tradeN,318,172
expert,tradeN,318,284
expert,tradeN,318,124
expert,tradeN,318,21
expert,tradeN,318,52
expert,tradeN,318,w11
expert,tradeN,318,165
expert,tradeN,318,163
expert,tradeN,318,137
expert,tradeN,318,314
expert,tradeN,318,129
expert,tournamentN,244,139
expert,tournamentN,w16,229
expert,tournamentN,74,88
expert,tournamentN,198,23
expert,tournamentN,201,46
expert,tournamentN,289,307
expert,tournamentN,215,254
expert,tournamentN,122,w8
expert,tournamentN,112,120
expert,tournamentN,341,18
expert,tournamentN,49,30
expert,tournamentN,231,89
expert,tournamentN,174,220
expert,tournamentN,322,98
expert,tournamentN,199,105
expert,tournamentN,152,290
expert,tournamentN,322,174
expert,tournamentN,152,215
expert,tournamentN,231,244
expert,tournamentN,w16,49
expert,tournamentN,201,198
expert,tournamentN,289,122
expert,tournamentN,341,112
expert,tournamentN,74,199
expert,tournamentN,152,231
expert,tournamentN,341,289
expert,tournamentN,201,74
expert,tournamentN,322,w16
expert,tournamentN,201,341
expert,tournamentN,322,152
expert,tournamentN,201,322
expert,tradeN,w2,187
expert,tradeN,w2,231
expert,tradeN,w2,264
expert,tradeN,w2,140
expert,tradeN,w2,250
expert,tradeN,w2,57
expert,tradeN,w2,172
expert,tradeN,w2,w14
expert,tradeN,w2,179
expert,tradeN,w2,245
expert,tradeN,302,w2
expert,tradeN,302,40
expert,tradeN,302,15
expert,tradeN,302,88
expert,tradeN,302,275
expert,tradeN,302,66
expert,tradeN,302,w0
expert,tradeN,302,198
expert,tradeN,302,214
expert,tradeN,302,262
expert,tradeN,302,192
expert,tradeN,302,154
expert,tradeN,302,317
expert,tradeN,302,43
expert,tradeN,302,62
expert,tradeN,302,289
expert,tradeN,302,223
expert,tradeN,302,222
expert,tradeN,302,34
expert,tradeN,302,197
expert,tradeN,302,267
expert,tournamentN,346,281
expert,tournamentN,191,117
expert,tournamentN,303,236
expert,tournamentN,69,w10
expert,tournamentN,258,136
expert,tournamentN,60,41
expert,tournamentN,208,18
expert,tournamentN,152,167
expert,tournamentN,336,182
expert,tournamentN,w17,314
expert,tournamentN,49,28
expert,tournamentN,106,65
expert,tournamentN,347,55
expert,tournamentN,331,166
expert,tournamentN,265,279
expert,tournamentN,67,22
expert,tournamentN,w17,69
expert,tournamentN,67,106
expert,tournamentN,347,336
expert,tournamentN,346,49
expert,tournamentN,331,303
expert,tournamentN,258,152
expert,tournamentN,60,265
expert,tournamentN,191,208
expert,tournamentN,347,346
expert,tournamentN,331,191
expert,tournamentN,67,60
expert,tournamentN,w17,258
expert,tournamentN,331,67
expert,tournamentN,w17,347
expert,tournamentN,331,w17
expert,tradeN,322,219
expert,tradeN,322,274
expert,tradeN,322,82
expert,tradeN,322,159
expert,tradeN,322,283
expert,tradeN,113,322
expert,tradeN,113,40
expert,tradeN,113,303
expert,tradeN,113,13
expert,tradeN,121,113
expert,tradeN,121,105
expert,tradeN,121,161
expert,tradeN,121,193
expert,tradeN,121,41
expert,tradeN,121,346
expert,tradeN,121,50
expert,tradeN,121,95
expert,tradeN,121,15
expert,tradeN,121,125
expert,tradeN,121,120
expert,tradeN,121,43
expert,tradeN,121,231
expert,tradeN,121,90
expert,tradeN,121,173
expert,tradeN,121,323
expert,tradeN,121,97
expert,tradeN,121,255
expert,tradeN,121,89
expert,tradeN,121,34
expert,tradeN,121,209
expert,tradeN,121,131
expert,tournamentN,340,152
expert,tournamentN,278,10
expert,tournamentN,102,305
expert,tournamentN,29,300
expert,tournamentN,52,147
expert,tournamentN,233,7
expert,tournamentN,258,128
expert,tournamentN,w4,185
expert,tournamentN,30,158
expert,tournamentN,74,21
expert,tournamentN,269,220
expert,tournamentN,32,163
expert,tournamentN,349,0
expert,tournamentN,248,151
expert,tournamentN,167,319
expert,tournamentN,334,162
expert,tournamentN,29,30
expert,tournamentN,74,269
expert,tournamentN,32,w4
expert,tournamentN,258,349
expert,tournamentN,248,52
expert,tournamentN,167,233
expert,tournamentN,278,102
expert,tournamentN,340,334
expert,tournamentN,32,248
expert,tournamentN,74,278
expert,tournamentN,29,167
expert,tournamentN,340,258
expert,tournamentN,340,29
expert,tournamentN,74,32
expert,tournamentN,74,340
novice,tradeN,335,191
novice,tradeN,201,335
novice,tradeN,201,326
novice,tradeN,w2,201
novice,tradeN,w2,163
novice,tradeN,w2,320
novice,tradeN,w2,302
novice,tradeN,w2,281
novice,tradeN,w2,188
novice,tradeN,w2,121
novice,tradeN,w2,11
novice,tradeN,26,w2
novice,tradeN,26,46
novice,tradeN,26,306
novice,tradeN,26,35
novice,tradeN,26,174
novice,tradeN,26,131
novice,tradeN,26,28
novice,tradeN,26,69
novice,tradeN,26,134
novice,tradeN,203,26
novice,tradeN,203,300
novice,tradeN,203,119
novice,tradeN,203,193
novice,tradeN,203,41
novice,tradeN,203,323
novice,tradeN,203,255
novice,tradeN,203,186
novice,tradeN,346,203
novice,tradeN,212,346
novice,tradeN,212,2
novice,tournamentN,74,318
novice,tournamentN,291,147
novice,tournamentN,341,328
novice,tournamentN,133,78
novice,tournamentN,297,267
novice,tournamentN,w18,167
novice,tournamentN,347,239
novice,tournamentN,228,72
novice,tournamentN,289,76
novice,tournamentN,58,251
novice,tournamentN,279,170
novice,tournamentN,145,307
novice,tournamentN,305,105
novice,tournamentN,244,62
novice,tournamentN,234,140
novice,tournamentN,343,249
novice,tournamentN,297,w18
novice,tournamentN,343,234
novice,tournamentN,74,228
novice,tournamentN,347,244
novice,tournamentN,341,305
novice,tournamentN,58,145
novice,tournamentN,279,289
novice,tournamentN,291,133
novice,tournamentN,297,291
novice,tournamentN,74,279
novice,tournamentN,341,347
novice,tournamentN,58,343
novice,tournamentN,341,74
novice,tournamentN,297,58
novice,tournamentN,341,297
expert,tradeN,88,167
expert,tradeN,88,39
expert,tradeN,88,259
expert,tradeN,88,221
expert,tradeN,74,88
expert,tradeN,w9,74
expert,tradeN,w9,166
expert,tradeN,w9,91
expert,tradeN,w9,251
expert,tradeN,w9,304
expert,tradeN,w9,312
expert,tradeN,w9,205
expert,tradeN,w9,191
expert,tradeN,w9,47
expert,tradeN,135,w9
expert,tradeN,135,193
expert,tradeN,135,120
expert,tradeN,135,137
expert,tradeN,135,w5
expert,tradeN,w2,135
expert,tradeN,w2,260
expert,tradeN,w2,314
expert,tradeN,w2,109
expert,tradeN,w2,190
expert,tradeN,w2,160
expert,tradeN,w2,101
expert,tradeN,w2,122
expert,tradeN,w2,28
expert,tradeN,w2,345
expert,tradeN,w2,24
expert,tradeN,w2,148
expert,tournamentN,192,155
expert,tournamentN,73,239
expert,tournamentN,212,79
expert,tournamentN,339,158
expert,tournamentN,90,136
expert,tournamentN,13,289
expert,tournamentN,186,132
expert,tournamentN,142,80
expert,tournamentN,290,113
expert,tournamentN,244,66
expert,tournamentN,328,115
expert,tournamentN,37,323
expert,tournamentN,169,238
expert,tournamentN,277,173
expert,tournamentN,340,34
expert,tournamentN,w14,213
expert,tournamentN,339,142
expert,tournamentN,w14,192
expert,tournamentN,13,73
expert,tournamentN,328,37
expert,tournamentN,290,186
expert,tournamentN,212,244
expert,tournamentN,169,277
expert,tournamentN,340,90
expert,tournamentN,339,212
expert,tournamentN,w14,290
expert,tournamentN,340,328
expert,tournamentN,169,13
expert,tournamentN,w14,169
expert,tournamentN,339,340
expert,tournamentN,339,w14
novice,tradeN,172,149
novice,tradeN,172,229
novice,tradeN,172,206
novice,tradeN,172,316
novice,tradeN,172,183
novice,tradeN,172,335
novice,tradeN,172,54
novice,tradeN,172,82
novice,tradeN,172,226
novice,tradeN,172,188
novice,tradeN,172,115
novice,tradeN,172,123
novice,tradeN,172,315
novice,tradeN,298,172
novice,tradeN,298,211
novice,tradeN,298,58
novice,tradeN,298,41
novice,tradeN,298,43
novice,tradeN,298,284
novice,tradeN,298,158
novice,tradeN,298,108
novice,tradeN,298,100
novice,tradeN,298,112
novice,tradeN,298,106
novice,tradeN,298,29
novice,tradeN,298,319
novice,tradeN,298,18
novice,tradeN,298,w19
novice,tradeN,298,w5
novice,tradeN,298,160
novice,tradeN,298,45
novice,tournamentN,263,79
novice,tournamentN,w0,186
novice,tournamentN,145,97
novice,tournamentN,345,120
novice,tournamentN,228,292
novice,tournamentN,19,83
novice,tournamentN,332,34
novice,tournamentN,338,208
novice,tournamentN,266,180
novice,tournamentN,39,51
novice,tournamentN,165,155
novice,tournamentN,224,196
novice,tournamentN,184,154
novice,tournamentN,w16,131
novice,tournamentN,42,304
novice,tournamentN,92,253
novice,tournamentN,332,224
novice,tournamentN,228,42
novice,tournamentN,184,19
novice,tournamentN,263,165
novice,tournamentN,w0,266
novice,tournamentN,338,92
novice,tournamentN,345,39
novice,tournamentN,145,w16
novice,tournamentN,145,338
novice,tournamentN,w0,184
novice,tournamentN,263,228
novice,tournamentN,332,345
novice,tournamentN,145,332
novice,tournamentN,w0,263
novice,tournamentN,w0,145
novice,tradeN,95,280
novice,tradeN,45,95
novice,tradeN,94,45
novice,tradeN,94,60
novice,tradeN,286,94
novice,tradeN,286,261
novice,tradeN,286,182
novice,tradeN,286,172
novice,tradeN,258,286
novice,tradeN,258,70
novice,tradeN,258,1
novice,tradeN,258,88
novice,tradeN,258,86
novice,tradeN,258,63
novice,tradeN,258,223
novice,tradeN,258,69
novice,tradeN,258,139
novice,tradeN,258,146
novice,tradeN,258,18
novice,tradeN,258,137
novice,tradeN,258,123
novice,tradeN,258,247
novice,tradeN,258,331
novice,tradeN,258,275
novice,tradeN,258,176
novice,tradeN,258,333
novice,tradeN,258,161
novice,tradeN,258,326
novice,tradeN,258,46
novice,tradeN,258,101
novice,tradeN,258,159
novice,tournamentN,w4,115
novice,tournamentN,201,80
novice,tournamentN,85,7
novice,tournamentN,w18,179
novice,tournamentN,225,58
novice,tournamentN,49,163
novice,tournamentN,170,207
novice,tournamentN,162,78
novice,tournamentN,107,245
novice,tournamentN,302,224
novice,tournamentN,w5,314
novice,tournamentN,136,102
novice,tournamentN,274,9
novice,tournamentN,121,135
novice,tournamentN,104,264
novice,tournamentN,237,140
novice,tournamentN,w18,107
novice,tournamentN,136,49
novice,tournamentN,302,237
novice,tournamentN,w5,85
novice,tournamentN,121,225
novice,tournamentN,104,w4
novice,tournamentN,201,162
novice,tournamentN,170,274
novice,tournamentN,302,201
novice,tournamentN,w5,104
novice,tournamentN,170,w18
novice,tournamentN,121,136
novice,tournamentN,302,170
novice,tournamentN,121,w5
novice,tournamentN,302,121
novice,tradeN,162,277
novice,tradeN,162,66
novice,tradeN,162,115
novice,tradeN,287,162
novice,tradeN,287,8
novice,tradeN,287,54
novice,tradeN,287,60
novice,tradeN,287,194
novice,tradeN,287,108
novice,tradeN,228,287
novice,tradeN,228,w4
novice,tradeN,228,330
novice,tradeN,341,228
novice,tradeN,341,91
novice,tradeN,341,36
novice,tradeN,341,275
novice,tradeN,341,270
novice,tradeN,341,34
novice,tradeN,341,164
novice,tradeN,341,133
novice,tradeN,341,77
novice,tradeN,341,223
novice,tradeN,341,19
novice,tradeN,341,113
novice,tradeN,341,136
novice,tradeN,341,219
novice,tradeN,341,213
novice,tradeN,341,290
novice,tradeN,341,241
novice,tradeN,341,w2
novice,tradeN,341,243
novice,tournamentN,w19,43
novice,tournamentN,179,35
novice,tournamentN,130,167
novice,tournamentN,155,329
novice,tournamentN,299,280
novice,tournamentN,45,76
novice,tournamentN,198,w16
novice,tournamentN,340,114
novice,tournamentN,29,26
novice,tournamentN,118,236
novice,tournamentN,145,343
novice,tournamentN,39,44
novice,tournamentN,52,338
novice,tournamentN,229,9
novice,tournamentN,322,218
novice,tournamentN,10,193
novice,tournamentN,299,w19
novice,tournamentN,145,198
novice,tournamentN,45,229
novice,tournamentN,130,52
novice,tournamentN,340,322
novice,tournamentN,179,118
novice,tournamentN,29,39
novice,tournamentN,10,155
novice,tournamentN,130,340
novice,tournamentN,299,10
novice,tournamentN,179,29
novice,tournamentN,45,145
novice,tournamentN,130,179
novice,tournamentN,299,45
novice,tournamentN,299,130
novice,tradeN,137,85
novice,tradeN,137,284
novice,tradeN,33,137
novice,tradeN,33,17
novice,tradeN,33,219
novice,tradeN,33,18
novice,tradeN,33,39
novice,tradeN,33,253
novice,tradeN,347,33
novice,tradeN,347,131
novice,tradeN,347,96
novice,tradeN,51,347
novice,tradeN,51,76
novice,tradeN,51,223
novice,tradeN,51,263
novice,tradeN,328,51
novice,tradeN,337,328
novice,tradeN,337,151
novice,tradeN,286,337
novice,tradeN,286,w8
novice,tradeN,286,188
novice,tradeN,286,63
novice,tradeN,339,286
novice,tradeN,339,183
novice,tradeN,339,150
novice,tradeN,339,251
novice,tradeN,274,339
novice,tradeN,274,244
novice,tradeN,274,191
novice,tradeN,274,170
novice,tradeN,274,94
novice,tournamentN,235,15
novice,tournamentN,57,186
novice,tournamentN,225,72
novice,tournamentN,207,47
novice,tournamentN,130,327
novice,tournamentN,43,61
novice,tournamentN,91,115
novice,tournamentN,231,192
novice,tournamentN,334,184
novice,tournamentN,269,9
novice,tournamentN,32,209
novice,tournamentN,248,245
novice,tournamentN,290,194
novice,tournamentN,106,185
novice,tournamentN,100,159
novice,tournamentN,198,213
novice,tournamentN,32,91
novice,tournamentN,207,231
novice,tournamentN,248,334
novice,tournamentN,106,225
novice,tournamentN,235,57
novice,tournamentN,100,269
novice,tournamentN,43,290
novice,tournamentN,198,130
novice,tournamentN,100,207
novice,tournamentN,248,32
novice,tournamentN,235,198
novice,tournamentN,106,43
novice,tournamentN,106,235
novice,tournamentN,248,100
novice,tournamentN,106,248
expert,tradeN,w16,156
expert,tradeN,w16,25
expert,tradeN,w16,38
expert,tradeN,316,w16
expert,tradeN,316,147
expert,tradeN,316,240
expert,tradeN,316,88
expert,tradeN,w18,316
expert,tradeN,w18,191
expert,tradeN,w18,182
expert,tradeN,w18,167
expert,tradeN,w18,290
expert,tradeN,w18,176
expert,tradeN,339,w18
expert,tradeN,339,34
expert,tradeN,339,179
expert,tradeN,339,1
expert,tradeN,339,86
expert,tradeN,339,136
expert,tradeN,339,49
expert,tradeN,339,253
expert,tradeN,339,213
expert,tradeN,339,w17
expert,tradeN,339,140
expert,tradeN,339,149
expert,tradeN,339,43
expert,tradeN,339,284
expert,tradeN,339,293
expert,tradeN,339,28
expert,tradeN,339,212
expert,tradeN,339,310
expert,tournamentN,46,164
expert,tournamentN,w9,131
expert,tournamentN,208,307
expert,tournamentN,289,166
expert,tournamentN,172,226
expert,tournamentN,11,111
expert,tournamentN,143,23
expert,tournamentN,287,209
expert,tournamentN,w0,236
expert,tournamentN,276,73
expert,tournamentN,89,3
expert,tournamentN,120,300
expert,tournamentN,202,188
expert,tournamentN,165,187
expert,tournamentN,247,260
expert,tournamentN,231,204
expert,tournamentN,289,247
expert,tournamentN,89,287
expert,tournamentN,165,202
expert,tournamentN,11,46
expert,tournamentN,172,208
expert,tournamentN,120,143
expert,tournamentN,w9,231
expert,tournamentN,276,w0
expert,tournamentN,172,276
expert,tournamentN,89,289
expert,tournamentN,11,165
expert,tournamentN,w9,120
expert,tournamentN,w9,172
expert,tournamentN,89,11
expert,tournamentN,w9,89
expert,tradeN,261,128
expert,tradeN,183,261
expert,tradeN,183,91
expert,tradeN,183,141
expert,tradeN,183,65
expert,tradeN,183,326
expert,tradeN,64,183
expert,tradeN,217,64
expert,tradeN,217,104
expert,tradeN,217,212
expert,tradeN,217,95
expert,tradeN,217,17
expert,tradeN,217,194
expert,tradeN,330,217
expert,tradeN,330,48
expert,tradeN,330,2
expert,tradeN,330,107
expert,tradeN,298,330
expert,tradeN,298,55
expert,tradeN,298,43
expert,tradeN,298,158
expert,tradeN,63,298
expert,tradeN,63,233
expert,tradeN,63,45
expert,tradeN,63,256
expert,tradeN,268,63
expert,tradeN,268,72
expert,tradeN,26,268
expert,tradeN,26,267
expert,tradeN,26,251
expert,tradeN,26,131
expert,tournamentN,86,176
expert,tournamentN,103,307
expert,tournamentN,338,258
expert,tournamentN,224,279
expert,tournamentN,195,36
expert,tournamentN,172,96
expert,tournamentN,287,294
expert,tournamentN,321,134
expert,tournamentN,146,90
expert,tournamentN,280,18
expert,tournamentN,299,247
expert,tournamentN,81,236
expert,tournamentN,93,335
expert,tournamentN,206,166
expert,tournamentN,w9,144
expert,tournamentN,227,21
expert,tournamentN,w9,86
expert,tournamentN,338,280
expert,tournamentN,206,81
expert,tournamentN,321,224
expert,tournamentN,299,103
expert,tournamentN,287,227
expert,tournamentN,93,172
expert,tournamentN,146,195
expert,tournamentN,w9,321
expert,tournamentN,299,206
expert,tournamentN,93,146
expert,tournamentN,338,287
expert,tournamentN,w9,299
expert,tournamentN,338,93
expert,tournamentN,w9,338
novice,tradeN,199,310
novice,tradeN,199,291
novice,tradeN,169,199
novice,tradeN,169,147
novice,tradeN,172,169
novice,tradeN,172,50
novice,tradeN,346,172
novice,tradeN,341,346
novice,tradeN,341,220
novice,tradeN,341,292
novice,tradeN,341,139
novice,tradeN,341,81
novice,tradeN,341,165
novice,tradeN,341,342
novice,tradeN,341,153
novice,tradeN,341,289
novice,tradeN,341,193
novice,tradeN,341,236
novice,tradeN,341,293
novice,tradeN,341,219
novice,tradeN,341,184
novice,tradeN,341,260
novice,tradeN,341,51
novice,tradeN,341,122
novice,tradeN,341,150
novice,tradeN,341,132
novice,tradeN,341,317
novice,tradeN,341,247
novice,tradeN,341,335
novice,tradeN,341,177
novice,tradeN,341,30
novice,tournamentN,345,316
novice,tournamentN,149,40
novice,tournamentN,295,76
novice,tournamentN,w4,222
novice,tournamentN,115,287
novice,tournamentN,27,131
novice,tournamentN,332,35
novice,tournamentN,154,157
novice,tournamentN,99,w14
novice,tournamentN,326,307
novice,tournamentN,267,253
novice,tournamentN,270,213
novice,tournamentN,191,349
novice,tournamentN,20,231
novice,tournamentN,182,95
novice,tournamentN,25,18
novice,tournamentN,20,115
novice,tournamentN,270,191
novice,tournamentN,182,25
novice,tournamentN,149,326
novice,tournamentN,295,267
novice,tournamentN,345,154
novice,tournamentN,27,w4
novice,tournamentN,99,332
novice,tournamentN,295,270
novice,tournamentN,345,27
novice,tournamentN,20,99
novice,tournamentN,149,182
novice,tournamentN,295,149
novice,tournamentN,345,20
novice,tournamentN,345,295
novice,tradeN,343,314
novice,tradeN,343,264
novice,tradeN,w1,343
novice,tradeN,w1,267
novice,tradeN,w1,317
novice,tradeN,w1,122
novice,tradeN,w1,169
novice,tradeN,w1,282
novice,tradeN,w1,218
novice,tradeN,w1,133
novice,tradeN,w1,179
novice,tradeN,330,w1
novice,tradeN,330,132
novice,tradeN,329,330
novice,tradeN,329,175
novice,tradeN,329,315
novice,tradeN,329,34
novice,tradeN,329,278
novice,tradeN,329,137
novice,tradeN,329,191
novice,tradeN,329,86
novice,tradeN,329,295
novice,tradeN,329,37
novice,tradeN,329,76
novice,tradeN,329,223
novice,tradeN,329,323
novice,tradeN,329,339
novice,tradeN,329,146
novice,tradeN,329,111
novice,tradeN,329,205
novice,tradeN,329,326
novice,tournamentN,51,214
novice,tournamentN,182,238
novice,tournamentN,125,252
novice,tournamentN,149,70
novice,tournamentN,247,233
novice,tournamentN,13,159
novice,tournamentN,82,256
novice,tournamentN,240,313
novice,tournamentN,340,268
novice,tournamentN,299,135
novice,tournamentN,162,221
novice,tournamentN,124,189
novice,tournamentN,60,201
novice,tournamentN,347,23
novice,tournamentN,280,311
novice,tournamentN,27,303
novice,tournamentN,27,280
novice,tournamentN,299,247
novice,tournamentN,182,162
novice,tournamentN,82,13
novice,tournamentN,124,125
novice,tournamentN,347,340
novice,tournamentN,60,51
novice,tournamentN,149,240
novice,tournamentN,299,60
novice,tournamentN,124,182
novice,tournamentN,347,27
novice,tournamentN,149,82
novice,tournamentN,347,149
novice,tournamentN,124,299
novice,tournamentN,124,347
expert,tradeN,253,w1
expert,tradeN,253,194
expert,tradeN,253,163
expert,tradeN,253,164
expert,tradeN,253,144
expert,tradeN,253,115
expert,tradeN,253,237
expert,tradeN,253,236
expert,tradeN,302,253
expert,tradeN,50,302
expert,tradeN,50,129
expert,tradeN,51,50
expert,tradeN,51,85
expert,tradeN,51,72
expert,tradeN,51,224
expert,tradeN,51,140
expert,tradeN,244,51
expert,tradeN,244,151
expert,tradeN,244,112
expert,tradeN,165,244
expert,tradeN,165,47
expert,tradeN,202,165
expert,tradeN,202,111
expert,tradeN,202,82
expert,tradeN,202,217
expert,tradeN,283,202
expert,tradeN,283,328
expert,tradeN,283,160
expert,tradeN,283,336
expert,tradeN,276,283
expert,tradeN,276,25
expert,tournamentN,286,317
expert,tournamentN,282,79
expert,tournamentN,161,74
expert,tournamentN,166,59
expert,tournamentN,w11,318
expert,tournamentN,238,28
expert,tournamentN,w5,155
expert,tournamentN,250,274
expert,tournamentN,29,331
expert,tournamentN,65,30
expert,tournamentN,98,137
expert,tournamentN,312,w4
expert,tournamentN,106,97
expert,tournamentN,135,154
expert,tournamentN,157,86
expert,tournamentN,177,271
expert,tournamentN,w5,250
expert,tournamentN,282,65
expert,tournamentN,238,w11
expert,tournamentN,286,166
expert,tournamentN,106,157
expert,tournamentN,29,312
expert,tournamentN,177,98
expert,tournamentN,161,135
expert,tournamentN,177,29
expert,tournamentN,286,282
expert,tournamentN,106,w5
expert,tournamentN,161,238
expert,tournamentN,106,177
expert,tournamentN,286,161
expert,tournamentN,106,286
expert,tradeN,291,92
expert,tradeN,291,156
expert,tradeN,93,291
expert,tradeN,93,83
expert,tradeN,93,129
expert,tradeN,93,141
expert,tradeN,93,263
expert,tradeN,93,18
expert,tradeN,93,9
expert,tradeN,93,266
expert,tradeN,93,293
expert,tradeN,93,343
expert,tradeN,93,74
expert,tradeN,93,160
expert,tradeN,93,213
expert,tradeN,93,1
expert,tradeN,93,233
expert,tradeN,93,170
expert,tradeN,93,124
expert,tradeN,93,122
expert,tradeN,93,199
expert,tradeN,93,197
expert,tradeN,93,276
expert,tradeN,93,108
expert,tradeN,93,284
expert,tradeN,93,164
expert,tradeN,93,151
expert,tradeN,93,219
expert,tradeN,340,93
expert,tradeN,340,181
expert,tradeN,340,289
expert,tournamentN,295,115
expert,tournamentN,130,132
expert,tournamentN,239,0
expert,tournamentN,226,311
expert,tournamentN,w4,174
expert,tournamentN,w2,153
expert,tournamentN,338,306
expert,tournamentN,240,39
expert,tournamentN,182,286
expert,tournamentN,40,81
expert,tournamentN,29,35
expert,tournamentN,125,271
expert,tournamentN,118,85
expert,tournamentN,253,57
expert,tournamentN,162,220
expert,tournamentN,210,179
expert,tournamentN,w2,162
expert,tournamentN,253,29
expert,tournamentN,125,338
expert,tournamentN,240,239
expert,tournamentN,182,40
expert,tournamentN,130,210
expert,tournamentN,w4,295
expert,tournamentN,118,226
expert,tournamentN,125,w4
expert,tournamentN,130,240
expert,tournamentN,182,253
expert,tournamentN,w2,118
expert,tournamentN,125,130
expert,tournamentN,w2,182
expert,tournamentN,w2,125
novice,tradeN,76,184
novice,tradeN,76,340
novice,tradeN,342,76
novice,tradeN,342,178
novice,tradeN,342,69
novice,tradeN,342,55
